transtime_30sec,Link_ID,%_green,%_amber,%_red
0 days 08:18:30.000000000,349154287#5,83.33,10,6.67
0 days 08:18:30.000000000,5677903#1,83.33,10,6.67
0 days 08:19:00.000000000,-139919720#0,100,0,0
0 days 08:19:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:19:00.000000000,221723366,100,0,0
0 days 08:19:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:19:00.000000000,349154287#5,83.33,10,6.67
0 days 08:19:00.000000000,5677903#1,83.33,10,6.67
0 days 08:19:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:19:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:19:30.000000000,221723366,83.33,10,6.67
0 days 08:19:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:19:30.000000000,349154287#5,83.33,10,6.67
0 days 08:19:30.000000000,5677903#1,83.33,10,6.67
0 days 08:20:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:20:00.000000000,-23334090#0,90,10,0
0 days 08:20:00.000000000,221723366,83.33,10,6.67
0 days 08:20:00.000000000,221731899#2.168,90,10,0
0 days 08:20:00.000000000,349154287#5,83.33,10,6.67
0 days 08:20:00.000000000,5677903#1,83.33,10,6.67
0 days 08:20:30.000000000,-139919720#0,100,0,0
0 days 08:20:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:20:30.000000000,221723366,100,0,0
0 days 08:20:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:20:30.000000000,349154287#5,83.33,10,6.67
0 days 08:20:30.000000000,5677903#1,83.33,10,6.67
0 days 08:21:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:21:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:21:00.000000000,221723366,83.33,10,6.67
0 days 08:21:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:21:00.000000000,349154287#5,83.33,10,6.67
0 days 08:21:00.000000000,5677903#1,83.33,10,6.67
0 days 08:21:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:21:30.000000000,-23334090#0,90,10,0
0 days 08:21:30.000000000,221723366,83.33,10,6.67
0 days 08:21:30.000000000,221731899#2.168,90,10,0
0 days 08:21:30.000000000,349154287#5,83.33,10,6.67
0 days 08:21:30.000000000,5677903#1,83.33,10,6.67
0 days 08:22:00.000000000,-139919720#0,100,0,0
0 days 08:22:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:22:00.000000000,221723366,100,0,0
0 days 08:22:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:22:00.000000000,349154287#5,83.33,10,6.67
0 days 08:22:00.000000000,5677903#1,83.33,10,6.67
0 days 08:22:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:22:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:22:30.000000000,221723366,83.33,10,6.67
0 days 08:22:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:22:30.000000000,349154287#5,83.33,10,6.67
0 days 08:22:30.000000000,5677903#1,83.33,10,6.67
0 days 08:23:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:23:00.000000000,-23334090#0,90,10,0
0 days 08:23:00.000000000,221723366,83.33,10,6.67
0 days 08:23:00.000000000,221731899#2.168,90,10,0
0 days 08:23:00.000000000,349154287#5,83.33,10,6.67
0 days 08:23:00.000000000,5677903#1,83.33,10,6.67
0 days 08:23:30.000000000,-139919720#0,100,0,0
0 days 08:23:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:23:30.000000000,221723366,100,0,0
0 days 08:23:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:23:30.000000000,349154287#5,83.33,10,6.67
0 days 08:23:30.000000000,5677903#1,83.33,10,6.67
0 days 08:24:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:24:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:24:00.000000000,221723366,83.33,10,6.67
0 days 08:24:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:24:00.000000000,349154287#5,83.33,10,6.67
0 days 08:24:00.000000000,5677903#1,83.33,10,6.67
0 days 08:24:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:24:30.000000000,-23334090#0,90,10,0
0 days 08:24:30.000000000,221723366,83.33,10,6.67
0 days 08:24:30.000000000,221731899#2.168,90,10,0
0 days 08:24:30.000000000,349154287#5,83.33,10,6.67
0 days 08:24:30.000000000,5677903#1,83.33,10,6.67
0 days 08:25:00.000000000,-139919720#0,100,0,0
0 days 08:25:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:25:00.000000000,221723366,100,0,0
0 days 08:25:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:25:00.000000000,349154287#5,83.33,10,6.67
0 days 08:25:00.000000000,5677903#1,83.33,10,6.67
0 days 08:25:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:25:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:25:30.000000000,221723366,83.33,10,6.67
0 days 08:25:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:25:30.000000000,349154287#5,83.33,10,6.67
0 days 08:25:30.000000000,5677903#1,83.33,10,6.67
0 days 08:26:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:26:00.000000000,-23334090#0,90,10,0
0 days 08:26:00.000000000,221723366,83.33,10,6.67
0 days 08:26:00.000000000,221731899#2.168,90,10,0
0 days 08:26:00.000000000,349154287#5,83.33,10,6.67
0 days 08:26:00.000000000,5677903#1,83.33,10,6.67
0 days 08:26:30.000000000,-139919720#0,100,0,0
0 days 08:26:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:26:30.000000000,221723366,100,0,0
0 days 08:26:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:26:30.000000000,349154287#5,83.33,10,6.67
0 days 08:26:30.000000000,5677903#1,83.33,10,6.67
0 days 08:27:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:27:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:27:00.000000000,221723366,83.33,10,6.67
0 days 08:27:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:27:00.000000000,349154287#5,83.33,10,6.67
0 days 08:27:00.000000000,5677903#1,83.33,10,6.67
0 days 08:27:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:27:30.000000000,-23334090#0,90,10,0
0 days 08:27:30.000000000,221723366,83.33,10,6.67
0 days 08:27:30.000000000,221731899#2.168,90,10,0
0 days 08:27:30.000000000,349154287#5,83.33,10,6.67
0 days 08:27:30.000000000,5677903#1,83.33,10,6.67
0 days 08:28:00.000000000,-139919720#0,100,0,0
0 days 08:28:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:28:00.000000000,221723366,100,0,0
0 days 08:28:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:28:00.000000000,349154287#5,83.33,10,6.67
0 days 08:28:00.000000000,5677903#1,83.33,10,6.67
0 days 08:28:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:28:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:28:30.000000000,221723366,83.33,10,6.67
0 days 08:28:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:28:30.000000000,349154287#5,83.33,10,6.67
0 days 08:28:30.000000000,5677903#1,83.33,10,6.67
0 days 08:29:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:29:00.000000000,-23334090#0,90,10,0
0 days 08:29:00.000000000,221723366,83.33,10,6.67
0 days 08:29:00.000000000,221731899#2.168,90,10,0
0 days 08:29:00.000000000,349154287#5,83.33,10,6.67
0 days 08:29:00.000000000,5677903#1,83.33,10,6.67
0 days 08:29:30.000000000,-139919720#0,100,0,0
0 days 08:29:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:29:30.000000000,221723366,100,0,0
0 days 08:29:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:29:30.000000000,349154287#5,83.33,10,6.67
0 days 08:29:30.000000000,5677903#1,83.33,10,6.67
0 days 08:30:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:30:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:30:00.000000000,221723366,83.33,10,6.67
0 days 08:30:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:30:00.000000000,349154287#5,83.33,10,6.67
0 days 08:30:00.000000000,5677903#1,83.33,10,6.67
0 days 08:30:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:30:30.000000000,-23334090#0,90,10,0
0 days 08:30:30.000000000,221723366,83.33,10,6.67
0 days 08:30:30.000000000,221731899#2.168,90,10,0
0 days 08:30:30.000000000,349154287#5,83.33,10,6.67
0 days 08:30:30.000000000,5677903#1,83.33,10,6.67
0 days 08:31:00.000000000,-139919720#0,100,0,0
0 days 08:31:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:31:00.000000000,221723366,100,0,0
0 days 08:31:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:31:00.000000000,349154287#5,83.33,10,6.67
0 days 08:31:00.000000000,5677903#1,83.33,10,6.67
0 days 08:31:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:31:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:31:30.000000000,221723366,83.33,10,6.67
0 days 08:31:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:31:30.000000000,349154287#5,83.33,10,6.67
0 days 08:31:30.000000000,5677903#1,83.33,10,6.67
0 days 08:32:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:32:00.000000000,-23334090#0,90,10,0
0 days 08:32:00.000000000,221723366,83.33,10,6.67
0 days 08:32:00.000000000,221731899#2.168,90,10,0
0 days 08:32:00.000000000,349154287#5,83.33,10,6.67
0 days 08:32:00.000000000,5677903#1,83.33,10,6.67
0 days 08:32:30.000000000,-139919720#0,100,0,0
0 days 08:32:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:32:30.000000000,221723366,100,0,0
0 days 08:32:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:32:30.000000000,349154287#5,83.33,10,6.67
0 days 08:32:30.000000000,5677903#1,83.33,10,6.67
0 days 08:33:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:33:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:33:00.000000000,221723366,83.33,10,6.67
0 days 08:33:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:33:00.000000000,349154287#5,83.33,10,6.67
0 days 08:33:00.000000000,5677903#1,83.33,10,6.67
0 days 08:33:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:33:30.000000000,-23334090#0,90,10,0
0 days 08:33:30.000000000,221723366,83.33,10,6.67
0 days 08:33:30.000000000,221731899#2.168,90,10,0
0 days 08:33:30.000000000,349154287#5,83.33,10,6.67
0 days 08:33:30.000000000,5677903#1,83.33,10,6.67
0 days 08:34:00.000000000,-139919720#0,100,0,0
0 days 08:34:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:34:00.000000000,221723366,100,0,0
0 days 08:34:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:34:00.000000000,349154287#5,83.33,10,6.67
0 days 08:34:00.000000000,5677903#1,83.33,10,6.67
0 days 08:34:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:34:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:34:30.000000000,221723366,83.33,10,6.67
0 days 08:34:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:34:30.000000000,349154287#5,83.33,10,6.67
0 days 08:34:30.000000000,5677903#1,83.33,10,6.67
0 days 08:35:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:35:00.000000000,-23334090#0,90,10,0
0 days 08:35:00.000000000,221723366,83.33,10,6.67
0 days 08:35:00.000000000,221731899#2.168,90,10,0
0 days 08:35:00.000000000,349154287#5,83.33,10,6.67
0 days 08:35:00.000000000,5677903#1,83.33,10,6.67
0 days 08:35:30.000000000,-139919720#0,100,0,0
0 days 08:35:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:35:30.000000000,221723366,100,0,0
0 days 08:35:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:35:30.000000000,349154287#5,83.33,10,6.67
0 days 08:35:30.000000000,5677903#1,83.33,10,6.67
0 days 08:36:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:36:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:36:00.000000000,221723366,83.33,10,6.67
0 days 08:36:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:36:00.000000000,349154287#5,83.33,10,6.67
0 days 08:36:00.000000000,5677903#1,83.33,10,6.67
0 days 08:36:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:36:30.000000000,-23334090#0,90,10,0
0 days 08:36:30.000000000,221723366,83.33,10,6.67
0 days 08:36:30.000000000,221731899#2.168,90,10,0
0 days 08:36:30.000000000,349154287#5,83.33,10,6.67
0 days 08:36:30.000000000,5677903#1,83.33,10,6.67
0 days 08:37:00.000000000,-139919720#0,100,0,0
0 days 08:37:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:37:00.000000000,221723366,100,0,0
0 days 08:37:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:37:00.000000000,349154287#5,83.33,10,6.67
0 days 08:37:00.000000000,5677903#1,83.33,10,6.67
0 days 08:37:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:37:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:37:30.000000000,221723366,83.33,10,6.67
0 days 08:37:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:37:30.000000000,349154287#5,83.33,10,6.67
0 days 08:37:30.000000000,5677903#1,83.33,10,6.67
0 days 08:38:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:38:00.000000000,-23334090#0,90,10,0
0 days 08:38:00.000000000,221723366,83.33,10,6.67
0 days 08:38:00.000000000,221731899#2.168,90,10,0
0 days 08:38:00.000000000,349154287#5,83.33,10,6.67
0 days 08:38:00.000000000,5677903#1,83.33,10,6.67
0 days 08:38:30.000000000,-139919720#0,100,0,0
0 days 08:38:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:38:30.000000000,221723366,100,0,0
0 days 08:38:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:38:30.000000000,349154287#5,83.33,10,6.67
0 days 08:38:30.000000000,5677903#1,83.33,10,6.67
0 days 08:39:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:39:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:39:00.000000000,221723366,83.33,10,6.67
0 days 08:39:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:39:00.000000000,349154287#5,83.33,10,6.67
0 days 08:39:00.000000000,5677903#1,83.33,10,6.67
0 days 08:39:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:39:30.000000000,-23334090#0,90,10,0
0 days 08:39:30.000000000,221723366,83.33,10,6.67
0 days 08:39:30.000000000,221731899#2.168,90,10,0
0 days 08:39:30.000000000,349154287#5,83.33,10,6.67
0 days 08:39:30.000000000,5677903#1,83.33,10,6.67
0 days 08:40:00.000000000,-139919720#0,100,0,0
0 days 08:40:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:40:00.000000000,221723366,100,0,0
0 days 08:40:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:40:00.000000000,349154287#5,83.33,10,6.67
0 days 08:40:00.000000000,5677903#1,83.33,10,6.67
0 days 08:40:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:40:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:40:30.000000000,221723366,83.33,10,6.67
0 days 08:40:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:40:30.000000000,349154287#5,83.33,10,6.67
0 days 08:40:30.000000000,5677903#1,83.33,10,6.67
0 days 08:41:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:41:00.000000000,-23334090#0,90,10,0
0 days 08:41:00.000000000,221723366,83.33,10,6.67
0 days 08:41:00.000000000,221731899#2.168,90,10,0
0 days 08:41:00.000000000,349154287#5,83.33,10,6.67
0 days 08:41:00.000000000,5677903#1,83.33,10,6.67
0 days 08:41:30.000000000,-139919720#0,100,0,0
0 days 08:41:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:41:30.000000000,221723366,100,0,0
0 days 08:41:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:41:30.000000000,349154287#5,83.33,10,6.67
0 days 08:41:30.000000000,5677903#1,83.33,10,6.67
0 days 08:42:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:42:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:42:00.000000000,221723366,83.33,10,6.67
0 days 08:42:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:42:00.000000000,349154287#5,83.33,10,6.67
0 days 08:42:00.000000000,5677903#1,83.33,10,6.67
0 days 08:42:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:42:30.000000000,-23334090#0,90,10,0
0 days 08:42:30.000000000,221723366,83.33,10,6.67
0 days 08:42:30.000000000,221731899#2.168,90,10,0
0 days 08:42:30.000000000,349154287#5,83.33,10,6.67
0 days 08:42:30.000000000,5677903#1,83.33,10,6.67
0 days 08:43:00.000000000,-139919720#0,100,0,0
0 days 08:43:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:43:00.000000000,221723366,100,0,0
0 days 08:43:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:43:00.000000000,349154287#5,83.33,10,6.67
0 days 08:43:00.000000000,5677903#1,83.33,10,6.67
0 days 08:43:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:43:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:43:30.000000000,221723366,83.33,10,6.67
0 days 08:43:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:43:30.000000000,349154287#5,83.33,10,6.67
0 days 08:43:30.000000000,5677903#1,83.33,10,6.67
0 days 08:44:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:44:00.000000000,-23334090#0,90,10,0
0 days 08:44:00.000000000,221723366,83.33,10,6.67
0 days 08:44:00.000000000,221731899#2.168,90,10,0
0 days 08:44:00.000000000,349154287#5,83.33,10,6.67
0 days 08:44:00.000000000,5677903#1,83.33,10,6.67
0 days 08:44:30.000000000,-139919720#0,100,0,0
0 days 08:44:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:44:30.000000000,221723366,100,0,0
0 days 08:44:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:44:30.000000000,349154287#5,83.33,10,6.67
0 days 08:44:30.000000000,5677903#1,83.33,10,6.67
0 days 08:45:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:45:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:45:00.000000000,221723366,83.33,10,6.67
0 days 08:45:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:45:00.000000000,349154287#5,83.33,10,6.67
0 days 08:45:00.000000000,5677903#1,83.33,10,6.67
0 days 08:45:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:45:30.000000000,-23334090#0,90,10,0
0 days 08:45:30.000000000,221723366,83.33,10,6.67
0 days 08:45:30.000000000,221731899#2.168,90,10,0
0 days 08:45:30.000000000,349154287#5,83.33,10,6.67
0 days 08:45:30.000000000,5677903#1,83.33,10,6.67
0 days 08:46:00.000000000,-139919720#0,100,0,0
0 days 08:46:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:46:00.000000000,221723366,100,0,0
0 days 08:46:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:46:00.000000000,349154287#5,83.33,10,6.67
0 days 08:46:00.000000000,5677903#1,83.33,10,6.67
0 days 08:46:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:46:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:46:30.000000000,221723366,83.33,10,6.67
0 days 08:46:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:46:30.000000000,349154287#5,83.33,10,6.67
0 days 08:46:30.000000000,5677903#1,83.33,10,6.67
0 days 08:47:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:47:00.000000000,-23334090#0,90,10,0
0 days 08:47:00.000000000,221723366,83.33,10,6.67
0 days 08:47:00.000000000,221731899#2.168,90,10,0
0 days 08:47:00.000000000,349154287#5,83.33,10,6.67
0 days 08:47:00.000000000,5677903#1,83.33,10,6.67
0 days 08:47:30.000000000,-139919720#0,100,0,0
0 days 08:47:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:47:30.000000000,221723366,100,0,0
0 days 08:47:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:47:30.000000000,349154287#5,83.33,10,6.67
0 days 08:47:30.000000000,5677903#1,83.33,10,6.67
0 days 08:48:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:48:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:48:00.000000000,221723366,83.33,10,6.67
0 days 08:48:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:48:00.000000000,349154287#5,83.33,10,6.67
0 days 08:48:00.000000000,5677903#1,83.33,10,6.67
0 days 08:48:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:48:30.000000000,-23334090#0,90,10,0
0 days 08:48:30.000000000,221723366,83.33,10,6.67
0 days 08:48:30.000000000,221731899#2.168,90,10,0
0 days 08:48:30.000000000,349154287#5,83.33,10,6.67
0 days 08:48:30.000000000,5677903#1,83.33,10,6.67
0 days 08:49:00.000000000,-139919720#0,100,0,0
0 days 08:49:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:49:00.000000000,221723366,100,0,0
0 days 08:49:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:49:00.000000000,349154287#5,83.33,10,6.67
0 days 08:49:00.000000000,5677903#1,83.33,10,6.67
0 days 08:49:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:49:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:49:30.000000000,221723366,83.33,10,6.67
0 days 08:49:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:49:30.000000000,349154287#5,83.33,10,6.67
0 days 08:49:30.000000000,5677903#1,83.33,10,6.67
0 days 08:50:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:50:00.000000000,-23334090#0,90,10,0
0 days 08:50:00.000000000,221723366,83.33,10,6.67
0 days 08:50:00.000000000,221731899#2.168,90,10,0
0 days 08:50:00.000000000,349154287#5,83.33,10,6.67
0 days 08:50:00.000000000,5677903#1,83.33,10,6.67
0 days 08:50:30.000000000,-139919720#0,100,0,0
0 days 08:50:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:50:30.000000000,221723366,100,0,0
0 days 08:50:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:50:30.000000000,349154287#5,83.33,10,6.67
0 days 08:50:30.000000000,5677903#1,83.33,10,6.67
0 days 08:51:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:51:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:51:00.000000000,221723366,83.33,10,6.67
0 days 08:51:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:51:00.000000000,349154287#5,83.33,10,6.67
0 days 08:51:00.000000000,5677903#1,83.33,10,6.67
0 days 08:51:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:51:30.000000000,-23334090#0,90,10,0
0 days 08:51:30.000000000,221723366,83.33,10,6.67
0 days 08:51:30.000000000,221731899#2.168,90,10,0
0 days 08:51:30.000000000,349154287#5,83.33,10,6.67
0 days 08:51:30.000000000,5677903#1,83.33,10,6.67
0 days 08:52:00.000000000,-139919720#0,100,0,0
0 days 08:52:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:52:00.000000000,221723366,100,0,0
0 days 08:52:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:52:00.000000000,349154287#5,83.33,10,6.67
0 days 08:52:00.000000000,5677903#1,83.33,10,6.67
0 days 08:52:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:52:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:52:30.000000000,221723366,83.33,10,6.67
0 days 08:52:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:52:30.000000000,349154287#5,83.33,10,6.67
0 days 08:52:30.000000000,5677903#1,83.33,10,6.67
0 days 08:53:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:53:00.000000000,-23334090#0,90,10,0
0 days 08:53:00.000000000,221723366,83.33,10,6.67
0 days 08:53:00.000000000,221731899#2.168,90,10,0
0 days 08:53:00.000000000,349154287#5,83.33,10,6.67
0 days 08:53:00.000000000,5677903#1,83.33,10,6.67
0 days 08:53:30.000000000,-139919720#0,100,0,0
0 days 08:53:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:53:30.000000000,221723366,100,0,0
0 days 08:53:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:53:30.000000000,349154287#5,83.33,10,6.67
0 days 08:53:30.000000000,5677903#1,83.33,10,6.67
0 days 08:54:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:54:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:54:00.000000000,221723366,83.33,10,6.67
0 days 08:54:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:54:00.000000000,349154287#5,83.33,10,6.67
0 days 08:54:00.000000000,5677903#1,83.33,10,6.67
0 days 08:54:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:54:30.000000000,-23334090#0,90,10,0
0 days 08:54:30.000000000,221723366,83.33,10,6.67
0 days 08:54:30.000000000,221731899#2.168,90,10,0
0 days 08:54:30.000000000,349154287#5,83.33,10,6.67
0 days 08:54:30.000000000,5677903#1,83.33,10,6.67
0 days 08:55:00.000000000,-139919720#0,100,0,0
0 days 08:55:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:55:00.000000000,221723366,100,0,0
0 days 08:55:00.000000000,221731899#2.168,93.33,6.67,0
0 days 08:55:00.000000000,349154287#5,83.33,10,6.67
0 days 08:55:00.000000000,5677903#1,83.33,10,6.67
0 days 08:55:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:55:30.000000000,-23334090#0,96.67,3.33,0
0 days 08:55:30.000000000,221723366,83.33,10,6.67
0 days 08:55:30.000000000,221731899#2.168,96.67,3.33,0
0 days 08:55:30.000000000,349154287#5,83.33,10,6.67
0 days 08:55:30.000000000,5677903#1,83.33,10,6.67
0 days 08:56:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:56:00.000000000,-23334090#0,90,10,0
0 days 08:56:00.000000000,221723366,83.33,10,6.67
0 days 08:56:00.000000000,221731899#2.168,90,10,0
0 days 08:56:00.000000000,349154287#5,83.33,10,6.67
0 days 08:56:00.000000000,5677903#1,83.33,10,6.67
0 days 08:56:30.000000000,-139919720#0,100,0,0
0 days 08:56:30.000000000,-23334090#0,93.33,6.67,0
0 days 08:56:30.000000000,221723366,100,0,0
0 days 08:56:30.000000000,221731899#2.168,93.33,6.67,0
0 days 08:56:30.000000000,349154287#5,83.33,10,6.67
0 days 08:56:30.000000000,5677903#1,83.33,10,6.67
0 days 08:57:00.000000000,-139919720#0,83.33,10,6.67
0 days 08:57:00.000000000,-23334090#0,96.67,3.33,0
0 days 08:57:00.000000000,221723366,83.33,10,6.67
0 days 08:57:00.000000000,221731899#2.168,96.67,3.33,0
0 days 08:57:00.000000000,349154287#5,83.33,10,6.67
0 days 08:57:00.000000000,5677903#1,83.33,10,6.67
0 days 08:57:30.000000000,-139919720#0,83.33,10,6.67
0 days 08:57:30.000000000,-23334090#0,90,10,0
0 days 08:57:30.000000000,221723366,83.33,10,6.67
0 days 08:57:30.000000000,221731899#2.168,90,10,0
0 days 08:57:30.000000000,349154287#5,83.33,10,6.67
0 days 08:57:30.000000000,5677903#1,83.33,10,6.67
0 days 08:58:00.000000000,-139919720#0,100,0,0
0 days 08:58:00.000000000,-23334090#0,93.33,6.67,0
0 days 08:58:00.000000000,221723366,100,0,0
0 days 08:58:00.000000000,221731899#2.168,93.33,6.67,0
